,word,vec
73651,per procurationem,
73652,abrogation,
73653,annulment,
73654,nullification,
73655,recision,
73656,vacatur,
73657,canceling,
73658,cancel,
73659,revocation,
73660,revokement,
73661,repeal,
73662,rescission,
73663,defeasance,
73664,dismissal,
73665,conge,
73666,demission,
73667,bounce,
73668,deposal,
73669,deposition,
73670,dethronement,
73671,disestablishment,
73672,disendowment,
73673,deconsecration,
73674,sack,
73675,walking papers,
73676,pink slip,
73677,walking ticket,
73678,yellow cover,
73679,abolition,
73680,abolishment,
73681,dissolution,
73682,counter order,
73683,countermand,
73684,repudiation,
73685,retraction,
73686,retractation,
73687,recantation,
73688,abolitionist,
73689,abrogate,
73690,annul,
73691,cancel,
73692,destroy,
73693,abolish,
73694,revoke,
73695,repeal,
73696,rescind,
73697,reverse,
73698,retract,
73699,recall,
73700,abolitionize,
73701,overrule,
73702,override,
73703,set aside,
73704,disannul,
73705,dissolve,
73706,quash,
73707,nullify,
73708,declare null and void,
73709,disestablish,
73710,disendow,
73711,deconsecrate,
73712,disclaim,
73713,ignore,
73714,repudiate,
73715,recant,
73716,divest oneself,
73717,break off,
73718,countermand,
73719,counter order,
73720,do away with,
73721,sweep away,
73722,brush away,
73723,throw overboard,
73724,throw to the dogs,
73725,scatter to the winds,
73726,cast behind,
73727,dismiss,
73728,discard,
73729,cast off,
73730,turn off,
73731,cast out,
73732,cast adrift,
73733,cast out of doors,
73734,cast aside,
73735,cast away,
73736,send off,
73737,send away,
73738,send packing,
73739,send about one's business,
73740,discharge,
73741,get rid of,
73742,bounce,
73743,fire,
73744,fire out,
73745,sack,
73746,cashier,
73747,break,
73748,oust,
73749,unseat,
73750,unsaddle,
73751,unthrone,
73752,dethrone,
73753,disenthrone,
73754,depose,
73755,uncrown,
73756,unfrock,
73757,strike off the roll,
73758,disbar,
73759,disbench,
73760,be abrogated,
73761,receive its quietus,
73762,walk the plank,
73763,abrogated,
73764,functus officio,
73765,get along with you,
73766,begone,
73767,go about your business,
73768,away with,
73769,resignation,
73770,retirement,
73771,abdication,
73772,renunciation,
73773,abjuration,
73774,abandonment,
73775,relinquishment,
73776,resign,
73777,give up,
73778,throw up,
73779,lay down,
73780,throw up the cards,
73781,wash one's hands of,
73782,abjure,
73783,renounce,
73784,forego,
73785,disclaim,
73786,retract,
73787,deny,
73788,abrogate,
73789,desert,
73790,get rid of,
73791,abdicate,
73792,vacate,
73793,vacate one's seat,
73794,accept the stewardship of the Chiltern accept the stewardship of the Chiltern Hundreds,
73795,retire,
73796,tender one's resignation,
73797,abdicant,
73798,Othello's occupation's gone,
73799,consignee,
73800,trustee,
73801,nominee,
73802,committee,
73803,agent,
73804,delegate,
73805,commissary,
73806,commissioner,
73807,emissary,
73808,envoy,
73809,commissionaire,
73810,messenger,
73811,diplomatist,
73812,diplomat,
73813,diplomate,
73814,corps diplomatique,
73815,embassy,
73816,ambassador,
73817,embassador,
73818,representative,
73819,resident,
73820,consul,
73821,legate,
73822,nuncio,
73823,internuncio,
73824,charge d'affaires,
73825,attache,
73826,vicegerent,
73827,plenipotentiary,
73828,functionary,
73829,placeman,
73830,curator,
73831,treasurer,
73832,factor,
73833,bailiff,
73834,clerk,
73835,secretary,
73836,attorney,
73837,advocate,
73838,solicitor,
73839,proctor,
73840,broker,
73841,underwriter,
73842,commission agent,
73843,auctioneer,
73844,one's man of business,
73845,factotum,
73846,caretaker,
73847,dalal,
73848,dubash,
73849,garnishee,
73850,gomashta,
73851,negotiator,
73852,go-between,
73853,middleman,
73854,under agent,
73855,employe,
73856,servant,
73857,referee,
73858,arbitrator,
73859,traveler,
73860,bagman,
73861,commis-voyageur,
73862,touter,
73863,commercial traveler,
73864,drummer,
73865,traveling man,
73866,newspaper correspondent,
73867,own correspondent,
73868,special correspondent,
73869,deputy,
73870,substitute,
73871,vice,
73872,proxy,
73873,locum tenens,
73874,badli,
73875,delegate,
73876,representative,
73877,next friend,
73878,surrogate,
73879,secondary,
73880,regent,
73881,viceregent,
73882,vizier,
73883,minister,
73884,vicar,
73885,premier,
73886,chancellor,
73887,prefect,
73888,provost,
73889,warden,
73890,lieutenant,
73891,archon,
73892,consul,
73893,proconsul,
73894,viceroy,
73895,commissioner,
73896,Tsung-li Yamen,
73897,Wai Wu Pu,
73898,plenipotentiary,
73899,alter ego,
73900,team,
73901,eight,
73902,eleven,
73903,champion,
73904,be deputy,
73905,stand for,
73906,appear for,
73907,hold a brief for,
73908,answer for,
73909,represent,
73910,stand in the shoes of,
73911,walk in the shoes of,
73912,stand in the stead of,
73913,ablegate,
73914,accredit,
73915,acting,
73916,vice,
73917,vice regal,
73918,accredited to,
73919,in behalf of,
73920,permission,
73921,leave,
73922,allowance,
73923,sufferance,
73924,tolerance,
73925,toleration,
73926,liberty,
73927,law,
73928,license,
73929,concession,
73930,grace,
73931,indulgence,
73932,favor,
73933,dispensation,
73934,exemption,
73935,release,
73936,connivance,
73937,vouchsafement,
73938,authorization,
73939,warranty,
73940,accordance,
73941,admission,
73942,permit,
73943,warrant,
73944,brevet,
73945,precept,
73946,sanction,
73947,authority,
73948,firman,
73949,hukm,
73950,pass,
73951,passport,
73952,furlough,
73953,license,
73954,carte blanche,
73955,ticket of leave,
73956,grant,
73957,charter,
73958,patent,
73959,letters patent,
73960,permit,
73961,give permission,
73962,give power,
73963,let,
73964,allow,
73965,admit,
73966,suffer,
73967,bear with,
73968,tolerate,
73969,recognize,
73970,concede,
73971,accord,
73972,vouchsafe,
73973,favor,
73974,humor,
73975,gratify,
73976,indulge,
73977,stretch a point,
73978,wink at,
73979,connive at,
73980,shut one's eyes to,
73981,grant,
73982,empower,
73983,charter,
73984,enfranchise,
73985,privilege,
73986,confer a privilege,
73987,license,
73988,authorize,
73989,warrant,
73990,sanction,
73991,intrust,
73992,give carte blanche,
73993,give the reins to,
73994,give scope to,
73995,leave alone,
73996,leave it to one,
73997,leave the door open,
73998,open the door to,
73999,open the flood gates,
74000,give a loose to,
74001,let off,
74002,absolve,
74003,release,
74004,exonerate,
74005,dispense with,
74006,ask permission,
74007,beg permission,
74008,request permission,
74009,ask leave,
74010,beg leave,
74011,request leave,
74012,permitting,
74013,permissive,
74014,indulgent,
74015,permitted,
74016,patent,
74017,chartered,
74018,permissible,
74019,allowable,
74020,lawful,
74021,legitimate,
74022,legal,
74023,legalized,
74024,licit,
74025,unforbid,
74026,unforbidden,
74027,unconditional,
74028,by leave,
74029,with leave,
74030,on leave,
74031,speciali gratia,
74032,under favor of,
74033,pace,
74034,ad libitum,
74035,by all means,
74036,yes,
74037,avec permissin,
74038,brevet d'invention,
74039,prohibition,
74040,inhibition,
74041,veto,
74042,disallowance,
74043,interdict,
74044,interdiction,
74045,injunction,
74046,estoppel,
74047,embargo,
74048,ban,
74049,taboo,
74050,proscription,
74051,index expurgatorius,
74052,restriction,
74053,hindrance,
74054,forbidden fruit,
74055,Maine law,
74056,prohibit,
74057,inhibit,
74058,forbid,
74059,put one's veto upon,
74060,disallow,
74061,enjoin,
74062,ban,
74063,outlaw,
74064,taboo,
74065,proscribe,
74066,estop,
74067,bar,
74068,debar,
74069,forefend,
74070,keep in,
74071,keep within bounds,
74072,restrain,
74073,cohibit,
74074,withhold,
74075,limit,
74076,circumscribe,
74077,clip the wings of,
74078,restrict,
74079,interdict,
74080,taboo,
74081,put under an interdiction,
74082,place under an interdiction,
74083,put under the ban,
74084,place under the ban,
74085,proscribe,
74086,exclude,
74087,shut out,
74088,shut the door,
74089,bolt the door,
74090,show the door,
74091,warn off,
74092,dash the cup from one's lips,
74093,forbid the banns,
74094,prohibitive,
74095,prohibitory,
74096,proscriptive,
74097,restrictive,
74098,exclusive,
74099,forbidding,
74100,prohibited,
74101,not permitted,
74102,unlicensed,
74103,contraband,
74104,impermissible,
74105,under the ban of,
74106,illegal,
74107,unauthorized,
74108,not to be thought of,
74109,uncountenanced,
74110,unthinkable,
74111,beyond the pale,
74112,on no account,
74113,forbid it heaven,
74114,hands off,
74115,keep off,
74116,hold,
74117,stop,
74118,desist,
74119,cease and desist,
74120,avast,
74121,that will never do,
74122,don't you dare,
74123,forget it,
74124,don't even think about doing it,
74125,go ahead; make my day,
74126,consent,
74127,assent,
74128,acquiescence,
74129,approval,
74130,compliance,
74131,agreement,
74132,concession,
74133,yieldance,
74134,yieldingness,
74135,accession,
74136,acknowledgment,
74137,acceptance,
74138,agnition,
74139,settlement,
74140,ratification,
74141,confirmation,
74142,adjustment,
74143,permit,
74144,promise,
74145,consent,
74146,assent,
74147,yield assent,
74148,admit,
74149,allow,
74150,concede,
74151,grant,
74152,yield,
74153,come round,
74154,come over,
74155,give into,
74156,acknowledge,
74157,agnize,
74158,give consent,
74159,comply with,
74160,acquiesce,
74161,agree to,
74162,fall in with,
74163,accede,
74164,accept,
74165,embrace an offer,
74166,close with,
74167,take at one's word,
74168,have no objection,
74169,satisfy,
74170,meet one's wishes,
74171,settle,
74172,come to terms,
74173,not refuse,
74174,turn a willing ear,
74175,jump at,
74176,deign,
74177,vouchsafe,
74178,promise,
74179,consenting,
74180,squeezable,
74181,agreed,
74182,unconditional,
74183,OK,
74184,yes,
74185,by all means,
74186,no problem,
74187,if you please,
74188,as you please,
74189,be it so,
74190,so be it,
74191,well and good,
74192,of course,
74193,please do,
74194,don't hesitate,
74195,chi tace accousente,
74196,offer,
74197,proffer,
74198,presentation,
74199,tender,
74200,bid,
74201,overture,
74202,proposal,
74203,proposition,
74204,motion,
74205,invitation,
74206,candidature,
74207,offering,
74208,offer,
74209,proffer,
74210,present,
74211,tender,
74212,bid,
74213,propose,
74214,move,
74215,make a motion,
74216,make advances,
74217,start,
74218,invite,
74219,hold out,
74220,place in one's way,
74221,put forward,
74222,hawk about,
74223,offer for sale,
74224,press,
74225,lay at one's feet,
74226,offer oneself,
74227,present oneself,
74228,volunteer,
74229,come forward,
74230,be a candidate,
74231,stand for,
74232,bid for,
74233,seek,
74234,be at one's service,
74235,go a begging,
74236,bribe,
74237,offering,
74238,offered,
74239,in the market,
74240,for sale,
74241,to let,
74242,disengaged,
74243,on hire,
74244,refusal,
74245,rejection,
74246,noncompliance,
74247,incompliance,
74248,denial,
74249,declining,
74250,declension,
74251,declinature,
74252,peremptory refusal,
74253,flat refusal,
74254,point blank refusal,
74255,repulse,
74256,rebuff,
74257,discountenance,
74258,recusancy,
74259,abnegation,
74260,protest,
74261,disclaimer,
74262,dissent,
74263,revocation,
74264,refuse,
74265,reject,
74266,deny,
74267,decline,
74268,turn down,
74269,nill,
74270,negative,
74271,refuse one's assent,
74272,withhold one's assent,
74273,shake the head,
74274,close the hand,
74275,close the purse,
74276,grudge,
74277,begrudge,
74278,be slow to,
74279,hang fire,
74280,pass,
74281,be deaf to,
74282,dismiss,
74283,turn a deaf ear to,
74284,turn one's back upon,
74285,set one's face against,
74286,discountenance,
74287,not hear of,
74288,have nothing to do with,
74289,wash one's hands of,
74290,stand aloof,
74291,forswear,
74292,set aside,
74293,cast behind one,
74294,not yield an inch,
74295,resist,
74296,cross,
74297,not grant,
74298,repel,
74299,repulse,
74300,shut the door in one's face,
74301,slam the door in one's face,
74302,rebuff,
74303,send back,
74304,send to the right about,
74305,send away with a flea in the ear,
74306,deny oneself,
74307,not be at home to,
74308,discard,
74309,spurn,
74310,rescind,
74311,disclaim,
74312,protest,
74313,dissent,
74314,refusing,
74315,restive,
74316,restiff,
74317,recusant,
74318,uncomplying,
74319,unconsenting,
74320,not willing to hear of,
74321,deaf to,
74322,refused,
74323,ungranted,
74324,out of the question,
74325,not to be thought of,
74326,impossible,
74327,no,
74328,on no account,
74329,not for the world,
74330,no thank you,
74331,thanks but no thanks,
74332,non possumus,
74333,your humble servant,
74334,bien oblige,
74335,not on your life,
74336,no way,
74337,not even if you beg on your knees,
74338,request,
74339,requisition,
74340,claim,
74341,petition,
74342,suit,
74343,prayer,
74344,begging letter,
74345,round robin,
74346,motion,
74347,overture,
74348,application,
74349,canvass,
74350,address,
74351,appeal,
74352,apostrophe,
74353,imprecation,
74354,rogation,
74355,proposal,
74356,proposition,
74357,orison,
74358,incantation,
74359,mendicancy,
74360,asking,
74361,begging,
74362,postulation,
74363,solicitation,
74364,invitation,
74365,entreaty,
74366,importunity,
74367,supplication,
74368,instance,
74369,impetration,
74370,imploration,
74371,obsecration,
74372,obtestation,
74373,invocation,
74374,interpellation,
74375,request,
74376,ask,
74377,beg,
74378,crave,
74379,sue,
74380,pray,
74381,petition,
74382,solicit,
74383,invite,
74384,pop the question,
74385,make bold to ask,
74386,beg leave,
74387,beg a boon,
74388,apply to,
74389,call to,
74390,put to,
74391,call upon,
74392,call for,
74393,make a request,
74394,address a request,
74395,prefer a request,
74396,put up a request,
74397,make a prayer,
74398,address a prayer,
74399,prefer a prayer,
74400,put up a prayer,
74401,make a petition,
74402,address a petition,
74403,prefer a petition,
74404,put up a petition,
74405,make application,
74406,make a requisition,
74407,ask trouble,
74408,ask one for,
74409,claim,
74410,offer up prayers,
